v15.04    Планета: Уран  (INPOP13C)
          Спутник: U4 Оберон  (Emelyanov,Nikonchuk(2013),DOI:10.1093/mnras/stt1851..)
                            - эфемериды на инт. 1787/02/12.0-2032/01/09.0
   Обсерватория N:  84 - Pulkovo
    Шкала времени: UTC
Средний экватор и равноденствие эпохи J2000.  ICRF. 
Координаты астрометрические 
Год  Месяц День       alpha (h)          delta (º)
2014  9 18.000000     0.9442732910       5.302010840  
2014  9 23.000000     0.9319834414       5.222506825  
2014  9 28.000000     0.9205942046       5.135846186  
2014 10  3.000000     0.9077995899       5.078964846  
2014 10  8.000000     0.8951837167       4.983383900  
2014 10 13.000000     0.8832882273       4.909494371  
2014 10 18.000000     0.8702307755       4.845158221  
2014 10 23.000000     0.8585050567       4.749500460  
2014 10 28.000000     0.8469778370       4.693828628  
2014 11  2.000000     0.8351995880       4.623497222  
2014 11  7.000000     0.8253478222       4.545445572  
2014 11 12.000000     0.8152693916       4.507024292  
2014 11 17.000000     0.8061453438       4.438441779  
2014 11 22.000000     0.7988222802       4.390925305  
2014 11 27.000000     0.7913057200       4.365439948  
2014 12  2.000000     0.7858122637       4.311597820  
2014 12  7.000000     0.7815197855       4.299329549  
2014 12 12.000000     0.7775713662       4.283728491  
2014 12 17.000000     0.7761217853       4.258179598  
2014 12 22.000000     0.7751940493       4.277112102  
2014 12 27.000000     0.7754841287       4.272825703  
2015  1  1.000000     0.7780605595       4.284811344  
2015  1  6.000000     0.7807749658       4.325857468  
2015  1 11.000000     0.7854866547       4.338896837  
2015  1 16.000000     0.7917117450       4.389302864  
2015  1 21.000000     0.7981877023       4.443112665  
2015  1 26.000000     0.8070305247       4.481445921  
2015  1 31.000000     0.8164409550       4.562957337  
2015  2  5.000000     0.8265961900       4.624332412  
2015  2 10.000000     0.8388426060       4.693167840  
2015  2 15.000000     0.8509341905       4.792844480  
2015  2 20.000000     0.8643955870       4.862199269  
2015  2 25.000000     0.8791370778       4.960735511  
2015  3  2.000000     0.8934794824       5.065405357  
2015  3  7.000000     0.9095393080       5.146883330  
2015  3 12.000000     0.9257956673       5.266697171  
2015  3 17.000000     0.9419328077       5.367285613  
2015  3 22.000000     0.9596396208       5.464993018  
2015  3 27.000000     0.9766015128       5.592685129  
2015  4  1.000000     0.9939925845       5.686604666  
2015  4  6.000000     1.0122125667       5.800124097  
2015  4 11.000000     1.0292187149       5.921250322  
2015  4 16.000000     1.0471456329       6.011349009  
2015  4 21.000000     1.0648150486       6.134069315  
2015  4 26.000000     1.0813867775       6.238133679  
2015  5  1.000000     1.0989108117       6.328932971  
2015  5  6.000000     1.1151039110       6.448615733  
2015  5 11.000000     1.1307765793       6.531693737  
2015  5 16.000000     1.1468594711       6.625092004  
2015  5 21.000000     1.1609691165       6.727959646  
2015  5 26.000000     1.1751914377       6.792724394  
2015  5 31.000000     1.1887867338       6.884716868  
2015  6  5.000000     1.2004234701       6.959781644  
2015  6 10.000000     1.2124863308       7.012218627  
2015  6 15.000000     1.2228064926       7.093216748  
2015  6 20.000000     1.2317620175       7.136319259  
2015  6 25.000000     1.2408239970       7.181114964  
2015  6 30.000000     1.2473884793       7.238644701  
2015  7  5.000000     1.2534389390       7.252901982  
2015  7 10.000000     1.2587400212       7.289914005  
2015  7 15.000000     1.2615006124       7.313948786  
2015  7 20.000000     1.2643457296       7.307517418  
2015  7 25.000000     1.2653665933       7.330598050  
2015  7 30.000000     1.2645329284       7.317511857  
2015  8  4.000000     1.2638274641       7.299078943  
2015  8  9.000000     1.2605674124       7.299002476  
2015  8 14.000000     1.2565291113       7.253704235  
2015  8 19.000000     1.2520251032       7.228086049  
2015  8 24.000000     1.2449651129       7.197037631  
2015  8 29.000000     1.2381140207       7.131069780  
2015  9  3.000000     1.2299528863       7.097614165  
2015  9  8.000000     1.2200529981       7.034418429  
2015  9 13.000000     1.2107850406       6.961531331  
2015  9 18.000000     1.1995928158       6.915548247  
2015  9 23.000000     1.1879918162       6.827761798  
2015  9 28.000000     1.1768159927       6.758814591  
2015 10  3.000000     1.1638050340       6.696224592  
2015 10  8.000000     1.1516571325       6.598942424  
2015 10 13.000000     1.1393056519       6.538719418  
2015 10 18.000000     1.1259877099       6.460290567  
2015 10 23.000000     1.1142793559       6.371055203  
2015 10 28.000000     1.1018513273       6.318857478  
2015 11  2.000000     1.0898127113       6.233076235  
2015 11  7.000000     1.0793627170       6.166000750  
2015 11 12.000000     1.0681703059       6.118550011  
2015 11 17.000000     1.0586765311       6.039925879  
2015 11 22.000000     1.0502225133       6.001626492  
2015 11 27.000000     1.0416647956       5.957945865  
2015 12  2.000000     1.0355384124       5.902632611  
2015 12  7.000000     1.0297575795       5.891369215  
2015 12 12.000000     1.0249358326       5.855283051  
2015 12 17.000000     1.0225173973       5.835217580  
2015 12 22.000000     1.0200924313       5.844360668  
2015 12 27.000000     1.0196697288       5.824757535 
