v15.04    Планета: Уран  (INPOP13C)
          Спутник: U2 Умбриэль  (Emelyanov,Nikonchuk(2013),DOI:10.1093/mnras/stt1851..)
                            - эфемериды на инт. 1787/02/12.0-2032/01/09.0
   Обсерватория N:  84 - Pulkovo
    Шкала времени: UTC
Средний экватор и равноденствие эпохи J2000.  ICRF. 
Координаты астрометрические 
Год  Месяц День       alpha (h)          delta (º)
2014  2 20.000000     0.6328447120       3.371092012  
2014  2 25.000000     0.6478093008       3.467642154  
2014  3  2.000000     0.6632416258       3.573731688  
2014  3  7.000000     0.6791016503       3.680709822  
2014  3 12.000000     0.6955550996       3.783486118  
2014  3 17.000000     0.7126007761       3.887124951  
2014  3 22.000000     0.7299449477       3.998481068  
2014  3 27.000000     0.7472945839       4.115488556  
2014  4  1.000000     0.7646565187       4.229211178  
2014  4  6.000000     0.7822012905       4.336162021  
2014  4 11.000000     0.7998831061       4.442528620  
2014  4 16.000000     0.8173750524       4.554257876  
2014  4 21.000000     0.8344111846       4.667652135  
2014  4 26.000000     0.8510542652       4.773848622  
2014  5  1.000000     0.8674853338       4.871131430  
2014  5  6.000000     0.8836156077       4.966645192  
2014  5 11.000000     0.8990953991       5.065207237  
2014  5 16.000000     0.9136982611       5.161624919  
2014  5 21.000000     0.9275501268       5.247435744  
2014  5 26.000000     0.9408409420       5.322839314  
2014  5 31.000000     0.9534415077       5.395686852  
2014  6  5.000000     0.9649918548       5.469505386  
2014  6 10.000000     0.9753228389       5.537742952  
2014  6 15.000000     0.9846273128       5.592730403  
2014  6 20.000000     0.9930998018       5.636626680  
2014  6 25.000000     1.0005774848       5.677746563  
2014  6 30.000000     1.0067098941       5.718166688  
2014  7  5.000000     1.0114076850       5.750249322  
2014  7 10.000000     1.0149334030       5.767486732  
2014  7 15.000000     1.0174812216       5.774004575  
2014  7 20.000000     1.0188671409       5.778314586  
2014  7 25.000000     1.0187800968       5.780948367  
2014  7 30.000000     1.0172325290       5.773542093  
2014  8  4.000000     1.0145587044       5.751131900  
2014  8  9.000000     1.0109456737       5.719749045  
2014  8 14.000000     1.0062057762       5.687774980  
2014  8 19.000000     1.0001002477       5.654214220  
2014  8 24.000000     0.9927598435       5.610363238  
2014  8 29.000000     0.9845805406       5.553178693  
2014  9  3.000000     0.9757347028       5.490362891  
2014  9  8.000000     0.9660436290       5.429819504  
2014  9 13.000000     0.9553647540       5.369036792  
2014  9 18.000000     0.9439452042       5.299435625  
2014  9 23.000000     0.9322133995       5.220037586  
