v15.04    Планета: Уран  (INPOP13C)
          Спутник: U3 Титани  (Emelyanov,Nikonchuk(2013),DOI:10.1093/mnras/stt1851..)
                            - эфемериды на инт. 1787/02/12.0-2032/01/09.0
   Обсерватория N:  84 - Pulkovo
    Шкала времени: UTC
Средний экватор и равноденствие эпохи J2000.  ICRF. 
Координаты астрометрические 
Год  Месяц День       alpha (h)          delta (º)
2012 10  8.000000     0.3877617869       1.702817656  
2012 10 13.000000     0.3761120853       1.624477791  
2012 10 18.000000     0.3641783909       1.544410619  
2012 10 23.000000     0.3530119667       1.485820701  
2012 10 28.000000     0.3425751088       1.403434929  
2012 11  2.000000     0.3323528596       1.357791332  
2012 11  7.000000     0.3237066196       1.288687281  
2012 11 12.000000     0.3151227019       1.245671912  
2012 11 17.000000     0.3083124517       1.202714304  
2012 11 22.000000     0.3020929677       1.159138889  
2012 11 27.000000     0.2971789989       1.143897158  
2012 12  2.000000     0.2937153680       1.107630062  
2012 12  7.000000     0.2909319382       1.110648305  
2012 12 12.000000     0.2902135197       1.095592945  
2012 12 17.000000     0.2899997841       1.105455138  
2012 12 22.000000     0.2917897831       1.121127321  
2012 12 27.000000     0.2944997286       1.134066836  
2013  1  1.000000     0.2985480665       1.178190270  
2013  1  6.000000     0.3042060242       1.201205651  
2013  1 11.000000     0.3104942815       1.261875839  
2013  1 16.000000     0.3187892445       1.306779849  
2013  1 21.000000     0.3274656322       1.371564624  
2013  1 26.000000     0.3378621248       1.444492495  
2013  1 31.000000     0.3489796218       1.509520106  
2013  2  5.000000     0.3610285196       1.605251913  
2013  2 10.000000     0.3743903327       1.677300238  
2013  2 15.000000     0.3879100632       1.782306126  
2013  2 20.000000     0.4029863228       1.871554058  
2013  2 25.000000     0.4179450616       1.973286062  
2013  3  2.000000     0.4340586896       2.083558301  
2013  3  7.000000     0.4504061865       2.179178122  
2013  3 12.000000     0.4670466174       2.303302883  
2013  3 17.000000     0.4844764816       2.399968067  
2013  3 22.000000     0.5013878463       2.523590428  
2013  3 27.000000     0.5192763092       2.630721247  
2013  4  1.000000     0.5364221416       2.742277199  
2013  4  6.000000     0.5540845792       2.862243444  
2013  4 11.000000     0.5714134638       2.960466839  
2013  4 16.000000     0.5883266099       3.084646006  
2013  4 21.000000     0.6054876465       3.177642001  
2013  4 26.000000     0.6214420577       3.291635244  
2013  5  1.000000     0.6378282431       3.388722573  
2013  5  6.000000     0.6528728361       3.482417669  
2013  5 11.000000     0.6678173594       3.584762606  
2013  5 16.000000     0.6819194124       3.658781143  
2013  5 21.000000     0.6949548138       3.756740882  
2013  5 26.000000     0.7078072092       3.820670821  
2013  5 31.000000     0.7188643894       3.900280957  
2013  6  5.000000     0.7299088074       3.963508714  
2013  6 10.000000     0.7391346310       4.016316906  
2013  6 15.000000     0.7477573475       4.078992547  
2013  6 20.000000     0.7552154235       4.108060708  
2013  6 25.000000     0.7611195694       4.160078541  
2013  6 30.000000     0.7666088256       4.176753389  
2013  7  5.000000     0.7699110341       4.204857020  
2013  7 10.000000     0.7729472457       4.218700504  
2013  7 15.000000     0.7739701883       4.216757618  
2013  7 20.000000     0.7741317747       4.227537676  
2013  7 25.000000     0.7731359359       4.201599843  
2013  7 30.000000     0.7703919901       4.199153830  
2013  8  4.000000     0.7673127247       4.162515251  
2013  8  9.000000     0.7620417679       4.135001033  
2013  8 14.000000     0.7566039275       4.097963415  
2013  8 19.000000     0.7494264266       4.042425655  
2013  8 24.000000     0.7415202625       4.004754722  
2013  8 29.000000     0.7329138710       3.930512185  
2013  9  3.000000     0.7228203531       3.882438448  
2013  9  8.000000     0.7129209874       3.804927398  
2013  9 13.000000     0.7013679641       3.736858021  
2013  9 18.000000     0.6901840349       3.667084816  
2013  9 23.000000     0.6780486486       3.579342435  
2013  9 28.000000     0.6657380614       3.516726018  
2013 10  3.000000     0.6536306395       3.421384754  
2013 10  8.000000     0.6407569998       3.356663680  
2013 10 13.000000     0.6289635044       3.270464429  
2013 10 18.000000     0.6164523552       3.195809909  
2013 10 23.000000     0.6050820599       3.128926042  
2013 10 28.000000     0.5938069420       3.046622846  
2013 11  2.000000     0.5830997848       2.996997065  
2013 11  7.000000     0.5736105605       2.920312691  
2013 11 12.000000     0.5641701552       2.878015335  
2013 11 17.000000     0.5566215819       2.822618652  
2013 11 22.000000     0.5492129598       2.779869381  
2013 11 27.000000     0.5435406542       2.753070299  
2013 12  2.000000     0.5387871655       2.712556100  
2013 12  7.000000     0.5350867286       2.709460724  
2013 12 12.000000     0.5332319318       2.683552247  
2013 12 17.000000     0.5318448527       2.692210775  
2013 12 22.000000     0.5326868814       2.693654871  
2013 12 27.000000     0.5340480095       2.705588071  
2014  1  1.000000     0.5372558832       2.738052232  
2014  1  6.000000     0.5416486692       2.755522234  
2014  1 11.000000     0.5470442054       2.810830142  
2014  1 16.000000     0.5543242225       2.844519362  
2014  1 21.000000     0.5619509382       2.908922179  
2014  1 26.000000     0.5716272094       2.968797922  
2014  1 31.000000     0.5816688526       3.033621798  
2014  2  5.000000     0.5931893011       3.120121327  
2014  2 10.000000     0.6056428815       3.187503813  
2014  2 15.000000     0.6186139531       3.289910622  
2014  2 20.000000     0.6331026057       3.369622664  
2014  2 25.000000     0.6474412785       3.473603405  
2014  3  2.000000     0.6633298730       3.573696089  
2014  3  7.000000     0.6790864905       3.671214492  
2014  3 12.000000     0.6956857800       3.789669187  
2014  3 17.000000     0.7127199395       3.883634958  
2014  3 22.000000     0.7295940726       4.008449699  
2014  3 27.000000     0.7474644409       4.108650645  
2014  4  1.000000     0.7645241388       4.225734344  
2014  4  6.000000     0.7825173981       4.338880693  
2014  4 11.000000     0.7997729988       4.441519696  
2014  4 16.000000     0.8171827700       4.564053407  
2014  4 21.000000     0.8345035867       4.656716639  
2014  4 26.000000     0.8509543981       4.775964211  
2014  5  1.000000     0.8678761416       4.868833018  
2014  5  6.000000     0.8833136796       4.971344701  
2014  5 11.000000     0.8991028406       5.070288471  
2014  5 16.000000     0.9136102293       5.151277093  
2014  5 21.000000     0.9276357098       5.251644541  
2014  5 26.000000     0.9411301011       5.317453589  
2014  5 31.000000     0.9530969026       5.406084917  
2014  6  5.000000     0.9651074417       5.467491021  
2014  6 10.000000     0.9750828941       5.532062064  
2014  6 15.000000     0.9849499421       5.594495704  
2014  6 20.000000     0.9931552840       5.632570158  
2014  6 25.000000     1.0003581931       5.690399544  
2014  6 30.000000     1.0067648088       5.710324361  
2014  7  5.000000     1.0111672435       5.750339616  
2014  7 10.000000     1.0153996369       5.763967137  
2014  7 15.000000     1.0173044836       5.775614833  
2014  7 20.000000     1.0188499202       5.788121795  
2014  7 25.000000     1.0186433595       5.771620552  
2014  7 30.000000     1.0171713536       5.776780730  
2014  8  4.000000     1.0149812320       5.743102315  
2014  8  9.000000     1.0106733040       5.728492697  
2014  8 14.000000     1.0063230918       5.690892718  
2014  8 19.000000     0.9997740536       5.648300398  
2014  8 24.000000     0.9929650030       5.611910956  
2014  8 29.000000     0.9847958931       5.544885140  
2014  9  3.000000     0.9755455415       5.503616513  
2014  9  8.000000     0.9661295953       5.426125127  
2014  9 13.000000     0.9549880431       5.368907523  
2014  9 18.000000     0.9443510386       5.295365559  
2014  9 23.000000     0.9321855288       5.216718337  
2014  9 28.000000     0.9203065556       5.152249573  
2014 10  3.000000     0.9079731286       5.059155899  
2014 10  8.000000     0.8951929257       4.997751063  
2014 10 13.000000     0.8831819630       4.906196587  
2014 10 18.000000     0.8702574341       4.837725434  
2014 10 23.000000     0.8586823046       4.762112451  
