v15.04    Планета: Уран  (INPOP13C)
          Спутник: U3 Титани  (Emelyanov,Nikonchuk(2013),DOI:10.1093/mnras/stt1851..)
                            - эфемериды на инт. 1787/02/12.0-2032/01/09.0
   Обсерватория N:  84 - Pulkovo
    Шкала времени: UTC
Средний экватор и равноденствие эпохи J2000.  ICRF. 
Координаты астрометрические 
Год  Месяц День       alpha (h)          delta (º)
1967  2 22.000000    11.6342786723       3.260493688  
1967  3  4.000000    11.6089355082       3.424749201  
1967  3 14.000000    11.5822158281       3.589316323  
1967  3 24.000000    11.5554474428       3.752388669  
1967  4  3.000000    11.5299410128       3.912402084  
1967  4 13.000000    11.5068320803       4.063481958  
1967  4 23.000000    11.4870651305       4.194439387  
1967  5  3.000000    11.4712983704       4.293904048  
1967  5 13.000000    11.4600816447       4.355080912  
1967  5 23.000000    11.4539155521       4.378136607  
1967  6  2.000000    11.4531331053       4.368520727  
1967  6 12.000000    11.4579337320       4.330581388  
1967  6 22.000000    11.4682517566       4.264116320  
1967  7  2.000000    11.4837498090       4.165353733  
1967  7 12.000000    11.5040138540       4.030493871  
1967  7 22.000000    11.5285498887       3.861042659  
1967  8  1.000000    11.5568816232       3.664602737  
1967  8 11.000000    11.5885785243       3.450814989  
1967  8 21.000000    11.6230812410       3.227176221  
1967  8 31.000000    11.6597382423       2.995639283  
1967  9 10.000000    11.6977979519       2.754531498  
1967  9 20.000000    11.7364033077       2.504009124  
1967  9 30.000000    11.7747899309       2.248926644  
1967 10 10.000000    11.8122638221       1.999174555  
1967 10 20.000000    11.8481623649       1.765760865  
1967 10 30.000000    11.8818708675       1.555052985  
1967 11  9.000000    11.9126539655       1.368063899  
1967 11 19.000000    11.9397119455       1.203174026  
1967 11 29.000000    11.9623189178       1.060351660  
1967 12  9.000000    11.9798452084       0.945082076  
1967 12 19.000000    11.9919305060       0.866081674  
1967 12 29.000000    11.9984430722       0.830205430  
1968  1  8.000000    11.9993169773       0.838538420  
1968  1 18.000000    11.9946093094       0.885136930  
1968  1 28.000000    11.9844536986       0.961594966  
1968  2  7.000000    11.9691714488       1.062302052  
1968  2 17.000000    11.9494788987       1.185769447  
1968  2 27.000000    11.9263638616       1.332868179  
1968  3  8.000000    11.9010102076       1.501141488  
1968  3 18.000000    11.8746486624       1.681205507  
1968  3 28.000000    11.8483413512       1.859385657  
1968  4  7.000000    11.8231136477       2.022232554  
1968  4 17.000000    11.7999842095       2.161893422  
1968  4 27.000000    11.7799340884       2.277544434  
1968  5  7.000000    11.7639471199       2.370485517  
1968  5 17.000000    11.7527648090       2.439724935  
1968  5 27.000000    11.7468023490       2.479691631  
1968  6  6.000000    11.7462380181       2.482208047  
1968  6 16.000000    11.7510011781       2.442621419  
1968  6 26.000000    11.7609704676       2.362631156  
1968  7  6.000000    11.7760316806       2.249257754  
1968  7 16.000000    11.7959523367       2.110789647  
1968  7 26.000000    11.8204119777       1.951040293  
1968  8  5.000000    11.8488972945       1.768920628  
1968  8 15.000000    11.8807066272       1.562301974  
1968  8 25.000000    11.9151425941       1.331858834  
1968  9  4.000000    11.9515085150       1.084446397  
1968  9 14.000000    11.9891748351       0.830832757  
1968  9 24.000000    12.0275879317       0.580116610  
1968 10  4.000000    12.0660692453       0.336837296  
1968 10 14.000000    12.1038414426       0.100707217  
1968 10 24.000000    12.1400508109      -0.129319360  
1968 11  3.000000    12.1737897432      -0.349769875  
1968 11 13.000000    12.2043216244      -0.552247650  
1968 11 23.000000    12.2310644934      -0.726212788  
1968 12  3.000000    12.2535103491      -0.863879780  
1968 12 13.000000    12.2712269142      -0.964245939  
1968 12 23.000000    12.2837088826      -1.030702068  
1969  1  2.000000    12.2904820364      -1.066591660  
1969  1 12.000000    12.2913181744      -1.071650324  
1969  1 22.000000    12.2862605117      -1.041053164  
1969  2  1.000000    12.2757351928      -0.970513186  
1969  2 11.000000    12.2604248877      -0.861463643  
1969  2 21.000000    12.2410384198      -0.722156634  
1969  3  3.000000    12.2183705520      -0.565401883  
1969  3 13.000000    12.1932805424      -0.402263963  
1969  3 23.000000    12.1667796229      -0.238207253  
1969  4  2.000000    12.1401538979      -0.074860836  
1969  4 12.000000    12.1147197857       0.086164288  
1969  4 22.000000    12.0916779101       0.238390825  
1969  5  2.000000    12.0720025104       0.370251850  
1969  5 12.000000    12.0563228891       0.470500722  
1969  5 22.000000    12.0451329782       0.532495620  
1969  6  1.000000    12.0388629942       0.556789282  
1969  6 11.000000    12.0378441443       0.548818934  
1969  6 21.000000    12.0423440667       0.512386301  
1969  7  1.000000    12.0523650191       0.446917300  
1969  7 11.000000    12.0676234401       0.348344229  
1969  7 21.000000    12.0876942424       0.213009040  
1969  7 31.000000    12.1120255783       0.043002842  
1969  8 10.000000    12.1401177430      -0.153817805  
1969  8 20.000000    12.1715524351      -0.367755279  
1969  8 30.000000    12.2058288221      -0.591521486  
1969  9  9.000000    12.2423672776      -0.823602113  
1969  9 19.000000    12.2804218759      -1.065571071  
1969  9 29.000000    12.3190957868      -1.316947029  
1969 10  9.000000    12.3575638408      -1.572501466  
1969 10 19.000000    12.3950758216      -1.821941862  
1969 10 29.000000    12.4309853158      -2.054489326  
1969 11  8.000000    12.4647271679      -2.264226654  
1969 11 18.000000    12.4955968343      -2.450408860  
1969 11 28.000000    12.5227977114      -2.614897328  
1969 12  8.000000    12.5455443846      -2.757437467  
1969 12 18.000000    12.5631375589      -2.872221594  
1969 12 28.000000    12.5752028941      -2.950650876  
1970  1  7.000000    12.5816362257      -2.986080278  
1970  1 17.000000    12.5824457884      -2.977962699  
1970  1 27.000000    12.5777480484      -2.932656228  
1970  2  6.000000    12.5676613879      -2.858294858  
1970  2 16.000000    12.5524622363      -2.760136491  
1970  2 26.000000    12.5328118648      -2.639173573  
1970  3  8.000000    12.5096814851      -2.494188792  
1970  3 18.000000    12.4843129678      -2.327956318  
1970  3 28.000000    12.4579894507      -2.150026818  
1970  4  7.000000    12.4317901445      -1.974073001  
1970  4 17.000000    12.4067051027      -1.813336373  
1970  4 27.000000    12.3836593593      -1.674994123  
1970  5  7.000000    12.3635811952      -1.559594986  
1970  5 17.000000    12.3474647859      -1.466032261  
1970  5 27.000000    12.3361006105      -1.395621374  
1970  6  6.000000    12.3299782291      -1.354558298  
1970  6 16.000000    12.3292917128      -1.351149544  
1970  6 26.000000    12.3339275258      -1.389729760  
1970  7  6.000000    12.3437243546      -1.468379958  
1970  7 16.000000    12.3585423128      -1.579822230  
1970  7 26.000000    12.3781908560      -1.715987148  
1970  8  5.000000    12.4024342162      -1.873587228  
1970  8 15.000000    12.4308051181      -2.053864121  
1970  8 25.000000    12.4626099233      -2.258946287  
1970  9  4.000000    12.4971065465      -2.487787686  
1970  9 14.000000    12.5335310996      -2.732998056  
1970  9 24.000000    12.5712440506      -2.983815876  
1970 10  4.000000    12.6097203198      -3.231327608  
1970 10 14.000000    12.6483266107      -3.471340088  
1970 10 24.000000    12.6863192348      -3.704514528  
1970 11  3.000000    12.7228053988      -3.931697904  
1970 11 13.000000    12.7568070878      -4.149169373  
1970 11 23.000000    12.7875312935      -4.348435474  
1970 12  3.000000    12.8143706222      -4.518944635  
1970 12 13.000000    12.8368625000      -4.653511471  
1970 12 23.000000    12.8546335494      -4.751674472  
1971  1  2.000000    12.8671922141      -4.817006449  
1971  1 12.000000    12.8740470484      -4.852928604  
1971  1 22.000000    12.8749097015      -4.858793839  
1971  2  1.000000    12.8697826395      -4.829499911  
1971  2 11.000000    12.8591253264      -4.760959294  
1971  2 21.000000    12.8436799117      -4.654718714  
1971  3  3.000000    12.8242225697      -4.519253554  
1971  3 13.000000    12.8015695271      -4.367269529  
1971  3 23.000000    12.7765187225      -4.209093247  
1971  4  2.000000    12.7500188835      -4.049626660  
1971  4 12.000000    12.7233189943      -3.890043142  
1971  4 22.000000    12.6977484378      -3.731852172  
1971  5  2.000000    12.6745802067      -3.581957021  
1971  5 12.000000    12.6548242518      -3.452041660  
1971  5 22.000000    12.6390938352      -3.353226029  
1971  6  1.000000    12.6278351259      -3.291900374  
1971  6 11.000000    12.6214118813      -3.267036636  
1971  6 21.000000    12.6201566299      -3.273301274  
1971  7  1.000000    12.6243999922      -3.307316145  
1971  7 11.000000    12.6342089746      -3.370023346  
1971  7 21.000000    12.6493543810      -3.465882437  
1971  7 31.000000    12.6693966901      -3.598363560  
1971  8 10.000000    12.6937253720      -3.764947026  
1971  8 20.000000    12.7218130013      -3.957638522  
1971  8 30.000000    12.7532435869      -4.166676053  
1971  9  9.000000    12.7875668968      -4.385148603  
1971  9 19.000000    12.8242671082      -4.611977864  
1971  9 29.000000    12.8625976093      -4.848701562  
1971 10  9.000000    12.9016207304      -5.094732040  
1971 10 19.000000    12.9404445514      -5.344535871  
1971 10 29.000000    12.9782567644      -5.587604523  
1971 11  8.000000    13.0144206929      -5.813548739  
1971 11 18.000000    13.0484101947      -6.016880763  
1971 11 28.000000    13.0795479971      -6.197271961  
1971 12  8.000000    13.1070397514      -6.356922586  
1971 12 18.000000    13.1300383042      -6.495379551  
1971 12 28.000000    13.1477781179      -6.606773336  
1972  1  7.000000    13.1598671401      -6.682649804  
1972  1 17.000000    13.1662232421      -6.716572168  
1972  1 27.000000    13.1669304344      -6.708563026  
1972  2  6.000000    13.1621626671      -6.665227534  
1972  2 16.000000    13.1520278909      -6.594439664  
1972  2 26.000000    13.1367677731      -6.501122276  
1972  3  7.000000    13.1169909656      -6.385609454  
1972  3 17.000000    13.0936564698      -6.246304480  
1972  3 27.000000    13.0680692454      -6.086038613  
1972  4  6.000000    13.0415669524      -5.914240212  
1972  4 16.000000    13.0152580505      -5.744481309  
1972  4 26.000000    12.9901091530      -5.589559949  
1972  5  6.000000    12.9669617955      -5.455894522  
1972  5 16.000000    12.9467025105      -5.343717967  
1972  5 26.000000    12.9303375530      -5.251873068  
1972  6  5.000000    12.9187082295      -5.181938988  
1972  6 15.000000    12.9123829344      -5.140625336  
1972  6 25.000000    12.9115726203      -5.136245591  
1972  7  5.000000    12.9161269290      -5.172950281  
1972  7 15.000000    12.9258453588      -5.248599198  
1972  7 25.000000    12.9405572157      -5.355690000  
1972  8  4.000000    12.9601102085      -5.486491413  
1972  8 14.000000    12.9843433228      -5.638156667  
1972  8 24.000000    13.0128290459      -5.812134056  
1972  9  3.000000    13.0448810139      -6.010690175  
1972  9 13.000000    13.0797061230      -6.232435558  
1972  9 23.000000    13.1164690350      -6.469685400  
1972 10  3.000000    13.1545145685      -6.711796178  
1972 10 13.000000    13.1933327461      -6.950045972  
1972 10 23.000000    13.2323291167      -7.180734393  
1972 11  2.000000    13.2707883303      -7.404907995  
1972 11 12.000000    13.3077733548      -7.623343100  
1972 11 22.000000    13.3422375264      -7.832338884  
1972 12  2.000000    13.3733275712      -8.023401426  
1972 12 12.000000    13.4004040228      -8.186147420  
1972 12 22.000000    13.4230479100      -8.314055225  
1973  1  1.000000    13.4409379278      -8.407135521  
1973  1 11.000000    13.4535976123      -8.469271313  
1973  1 21.000000    13.4605244411      -8.504003607  
1973  1 31.000000    13.4613703717      -8.510369371  
1973  2 10.000000    13.4561020418      -8.483123850  
1973  2 20.000000    13.4452108594      -8.418219696  
1973  3  2.000000    13.4294947789      -8.317163341  
1973  3 12.000000    13.4098038792      -8.188527869  
1973  3 22.000000    13.3869800095      -8.044653744  
1973  4  1.000000    13.3617690638      -7.895117709  
1973  4 11.000000    13.3350712748      -7.744173369  
1973  4 21.000000    13.3081008370      -7.592306240  
1973  5  1.000000    13.2822062871      -7.440814248  
1973  5 11.000000    13.2587397932      -7.296730087  
1973  5 21.000000    13.2387503695      -7.171628133  
1973  5 31.000000    13.2228479507      -7.076503931  
1973  6 10.000000    13.2114401936      -7.017371851  
1973  6 20.000000    13.2048272504      -6.992775697  
1973  6 30.000000    13.2033473122      -6.997497848  
1973  7 10.000000    13.2073881166      -7.028423425  
1973  7 20.000000    13.2170778991      -7.086891409  
1973  7 30.000000    13.2322425572      -7.177716331  
1973  8  9.000000    13.2524241814      -7.304197516  
1973  8 19.000000    13.2769541103      -7.463605898  
1973  8 29.000000    13.3052725235      -7.647866766  
1973  9  8.000000    13.3369540523      -7.847224185  
1973  9 18.000000    13.3715925907      -8.055237501  
1973  9 28.000000    13.4087249165      -8.271188385  
1973 10  8.000000    13.4475967682      -8.496707150  
1973 10 18.000000    13.4872306436      -8.731271870  
1973 10 28.000000    13.5266599342      -8.969163160  
1973 11  7.000000    13.5650058577      -9.199918028  
1973 11 17.000000    13.6016366627      -9.413614720  
1973 11 27.000000    13.6360529267      -9.605188701  
1973 12  7.000000    13.6676034345      -9.774865192  
1973 12 17.000000    13.6954976810      -9.925218967  
1973 12 27.000000    13.7188250753     -10.055796851  
1974  1  6.000000    13.7367613826     -10.160903617  
1974  1 16.000000    13.7488947825     -10.232248481  
1974  1 26.000000    13.7551597369     -10.263667970  
1974  2  5.000000    13.7557183193     -10.255649451  
1974  2 15.000000    13.7507991298     -10.214891912  
1974  2 25.000000    13.7405049361     -10.149076232  
1974  3  7.000000    13.7250528868     -10.062736366  
1974  3 17.000000    13.7049995713      -9.955511891  
1974  3 27.000000    13.6812971626      -9.825381744  
1974  4  6.000000    13.6553145264      -9.674898222  
1974  4 16.000000    13.6284438820      -9.513147511  
1974  4 26.000000    13.6018360685      -9.353419226  
1974  5  6.000000    13.5764425792      -9.207868003  
1974  5 16.000000    13.5530333917      -9.082187635  
1974  5 26.000000    13.5324652241      -8.976210325  
1974  6  5.000000    13.5157547547      -8.888521326  
1974  6 15.000000    13.5037977003      -8.820889528  
1974  6 25.000000    13.4972449301      -8.780315398  
1974  7  5.000000    13.4963227662      -8.775059899  
1974  7 15.000000    13.5008528652      -8.809203806  
1974  7 25.000000    13.5105957259      -8.880386566  
1974  8  4.000000    13.5253437348      -8.981003969  
1974  8 14.000000    13.5449798517      -9.103679810  
1974  8 24.000000    13.5694058510      -9.245897187  
1974  9  3.000000    13.5982270548      -9.409389290  
1974  9 13.000000    13.6307640419      -9.596597256  
1974  9 23.000000    13.6661649870      -9.805917918  
1974 10  3.000000    13.7035215359     -10.029633434  
1974 10 13.000000    13.7421560486     -10.257276142  
1974 10 23.000000    13.7815592376     -10.480401111  
1974 11  2.000000    13.8211714848     -10.695853009  
1974 11 12.000000    13.8602985046     -10.905053230  
1974 11 22.000000    13.8979563371     -11.108925850  
1974 12  2.000000    13.9330356082     -11.304008830  
1974 12 12.000000    13.9646181137     -11.481963759  
1974 12 22.000000    13.9920302952     -11.632788986  
1975  1  1.000000    14.0148959206     -11.750590438  
1975  1 11.000000    14.0329366945     -11.835811417  
1975  1 21.000000    14.0456971139     -11.892735175  
1975  1 31.000000    14.0526695337     -11.925038267  
1975  2 10.000000    14.0534467018     -11.931606703  
1975  2 20.000000    14.0479672294     -11.907139605  
1975  3  2.000000    14.0367508373     -11.847461279  
1975  3 12.000000    14.0206456490     -11.753927764  
1975  3 22.000000    14.0005818409     -11.634966122  
1975  4  1.000000    13.9774278293     -11.502356682  
1975  4 11.000000    13.9518885293     -11.364965238  
1975  4 21.000000    13.9248286925     -11.226278437  
1975  5  1.000000    13.8974283629     -11.086001293  
1975  5 11.000000    13.8710624405     -10.945053370  
1975  5 21.000000    13.8471648598     -10.810249005  
1975  5 31.000000    13.8268262203     -10.692896652  
1975  6 10.000000    13.8106672768     -10.603779508  
1975  6 20.000000    13.7990624377     -10.548468523  
1975  6 30.000000    13.7922535126     -10.525197873  
1975  7 10.000000    13.7905876448     -10.528791743  
1975  7 20.000000    13.7944986127     -10.556267302  
1975  7 30.000000    13.8041750168     -10.609325882  
1975  8  9.000000    13.8194960944     -10.693035209  
1975  8 19.000000    13.8399797859     -10.810611479  
1975  8 29.000000    13.8649039401     -10.959311175  
1975  9  8.000000    13.8936703662     -11.131049406  
1975  9 18.000000    13.9258323607     -11.316206758  
1975  9 28.000000    13.9610234772     -11.508804098  
1975 10  8.000000    13.9988194983     -11.708428855  
1975 10 18.000000    14.0384536904     -11.916955171  
1975 10 28.000000    14.0789115266     -12.134048053  
1975 11  7.000000    14.1191445113     -12.354036930  
1975 11 17.000000    14.1582068799     -12.566749831  
1975 11 27.000000    14.1954668655     -12.762758709  
1975 12  7.000000    14.2304394705     -12.937483696  
1975 12 17.000000    14.2625009152     -13.091735500  
1975 12 27.000000    14.2908648543     -13.228503655  
1976  1  6.000000    14.3145599443     -13.347604735  
1976  1 16.000000    14.3327134696     -13.443680991  
1976  1 26.000000    14.3448902766     -13.508687843  
1976  2  5.000000    14.3510402851     -13.536770776  
1976  2 15.000000    14.3514036415     -13.528696322  
1976  2 25.000000    14.3462582033     -13.491151330  
1976  3  6.000000    14.3357115583     -13.431652844  
1976  3 16.000000    14.3199642161     -13.354308561  
1976  3 26.000000    14.2995207396     -13.258129195  
1976  4  5.000000    14.2753339038     -13.140572332  
1976  4 15.000000    14.2488308623     -13.003600895  
1976  4 25.000000    14.2214573605     -12.855757302  
1976  5  5.000000    14.1944179439     -12.709793707  
1976  5 15.000000    14.1686535765     -12.577108228  
1976  5 25.000000    14.1448758512     -12.462714608  
1976  6  4.000000    14.1239214864     -12.365932316  
1976  6 14.000000    14.1068127188     -12.284975965  
1976  6 24.000000    14.0945035279     -12.221625347  
1976  7  4.000000    14.0877265354     -12.182920282  
1976  7 14.000000    14.0867226848     -12.177068011  
1976  7 24.000000    14.0912963331     -12.208111137  
1976  8  3.000000    14.1011668551     -12.273551416  
1976  8 13.000000    14.1160873740     -12.365817672  
1976  8 23.000000    14.1359721723     -12.477830877  
1976  9  2.000000    14.1607707331     -12.607336746  
1976  9 12.000000    14.1901184079     -12.756369645  
1976  9 22.000000    14.2233409961     -12.927571060  
1976 10  2.000000    14.2595209694     -13.119346686  
1976 10 12.000000    14.2976808691     -13.324168616  
1976 10 22.000000    14.3371114763     -13.531834874  
1976 11  1.000000    14.3772914570     -13.734278702  
1976 11 11.000000    14.4176932222     -13.928861147  
1976 11 21.000000    14.4576340487     -14.117405241  
1976 12  1.000000    14.4960837115     -14.301199686  
1976 12 11.000000    14.5318783844     -14.477206201  
1976 12 21.000000    14.5640310098     -14.637482963  
1976 12 31.000000    14.5918355467     -14.772561844  
1977  1 10.000000    14.6149563952     -14.877100200  
1977  1 20.000000    14.6331502359     -14.951981156  
1977  1 30.000000    14.6459905218     -15.001871327  
1977  2  9.000000    14.6529702381     -15.030643235  
1977  2 19.000000    14.6536285070     -15.037230306  
1977  3  1.000000    14.6478848280     -15.016306537  
1977  3 11.000000    14.6362804288     -14.963480019  
1977  3 21.000000    14.6197100375     -14.879802286  
1977  3 31.000000    14.5991852540     -14.773270739  
1977  4 10.000000    14.5755986677     -14.654998952  
1977  4 20.000000    14.5496284611     -14.533130048  
1977  4 30.000000    14.5221106515     -14.410319539  
1977  5 10.000000    14.4941904308     -14.285452839  
1977  5 20.000000    14.4672746896     -14.158843957  
1977  5 30.000000    14.4428736501     -14.036770379  
1977  6  9.000000    14.4221219636     -13.930100485  
1977  6 19.000000    14.4056650425     -13.849278226  
1977  6 29.000000    14.3938467089     -13.799457837  
1977  7  9.000000    14.3868597070     -13.778651321  
1977  7 19.000000    14.3850621529     -13.781635772  
1977  7 29.000000    14.3889217728     -13.805486277  
1977  8  8.000000    14.3986876004     -13.852125309  
1977  8 18.000000    14.4142882380     -13.926787247  
1977  8 28.000000    14.4352138685     -14.032737078  
1977  9  7.000000    14.4606952724     -14.167353846  
1977  9 17.000000    14.4900886661     -14.322697180  
1977  9 27.000000    14.5229171024     -14.489393047  
1977 10  7.000000    14.5588472562     -14.661852916  
1977 10 17.000000    14.5974786202     -14.839979814  
1977 10 27.000000    14.6380314888     -15.025972369  
1977 11  6.000000    14.6794557535     -15.219830906  
1977 11 16.000000    14.7206178046     -15.416232649  
1977 11 26.000000    14.7605093712     -15.605493009  
1977 12  6.000000    14.7984914320     -15.778735697  
1977 12 16.000000    14.8340845545     -15.931908870  
1977 12 26.000000    14.8666961267     -16.066384585  
1978  1  5.000000    14.8955427460     -16.185651801  
1978  1 15.000000    14.9196014719     -16.290024660  
1978  1 25.000000    14.9379633109     -16.374627449  
1978  2  4.000000    14.9501662097     -16.431793353  
1978  2 14.000000    14.9561762074     -16.455931563  
1978  2 24.000000    14.9563076356     -16.447902405  
1978  3  6.000000    14.9508813703     -16.414301942  
1978  3 16.000000    14.9400204626     -16.362440150  
1978  3 26.000000    14.9239141958     -16.296032623  
1978  4  5.000000    14.9030173383     -16.213541593  
1978  4 15.000000    14.8782879141     -16.111764160  
1978  4 25.000000    14.8511999697     -15.991863388  
1978  5  5.000000    14.8232513850     -15.861570385  
1978  5 15.000000    14.7957062922     -15.732858385  
1978  5 25.000000    14.7694989795     -15.616334727  
1978  6  4.000000    14.7452986909     -15.516334363  
1978  6 14.000000    14.7239272805     -15.431618819  
1978  6 24.000000    14.7064082877     -15.359930220  
1978  7  4.000000    14.6937574668     -15.302814748  
1978  7 14.000000    14.6867818960     -15.267145843  
1978  7 24.000000    14.6857397883     -15.261028586  
1978  8  3.000000    14.6904289946     -15.288494245  
1978  8 13.000000    14.7005243161     -15.347058942  
1978  8 23.000000    14.7157405848     -15.429266794  
1978  9  2.000000    14.7360168750     -15.528275980  
1978  9 12.000000    14.7613337534     -15.642045927  
1978  9 22.000000    14.7913542848     -15.772856570  
1978 10  2.000000    14.8254056664     -15.923612017  
1978 10 12.000000    14.8625011700     -16.092966201  
1978 10 22.000000    14.9015999122     -16.273762257  
1978 11  1.000000    14.9419520564     -16.456234064  
1978 11 11.000000    14.9830148807     -16.632745673  
1978 11 21.000000    15.0242889312     -16.801129082  
1978 12  1.000000    15.0650954769     -16.963693115  
1978 12 11.000000    15.1043645351     -17.122244647  
1978 12 21.000000    15.1408876660     -17.274388040  
1978 12 31.000000    15.1736106515     -17.412833753  
1979  1 10.000000    15.2018010817     -17.528730222  
1979  1 20.000000    15.2251573494     -17.617247290  
1979  1 30.000000    15.2434664765     -17.679656644  
1979  2  9.000000    15.2563387886     -17.720960236  
1979  2 19.000000    15.2632710558     -17.745324942  
1979  3  1.000000    15.2637593734     -17.751865125  
1979  3 11.000000    15.2577114739     -17.735269850  
1979  3 21.000000    15.2456798763     -17.690870492  
1979  3 31.000000    15.2286024374     -17.619209009  
1979  4 10.000000    15.2075669502     -17.527615048  
1979  4 20.000000    15.1834874526     -17.426452308  
1979  4 30.000000    15.1570309391     -17.323104949  
1979  5 10.000000    15.1290091157     -17.219434902  
1979  5 20.000000    15.1005327717     -17.113457202  
1979  5 30.000000    15.0730431873     -17.004652543  
1979  6  9.000000    15.0481164866     -16.898517026  

