v15.04    Планета: Уран  (INPOP13C)
          Спутник: U2 Умбриэль  (Emelyanov,Nikonchuk(2013),DOI:10.1093/mnras/stt1851..)
                            - эфемериды на инт. 1787/02/12.0-2032/01/09.0
   Обсерватория N:  84 - Pulkovo
    Шкала времени: UTC
Средний экватор и равноденствие эпохи J2000.  ICRF. 
Координаты астрометрические 
Год  Месяц День       alpha (h)          delta (º)
1974 11 12.000000    13.8603888206     -10.907566727  
1974 11 22.000000    13.8979516014     -11.119702539  
1974 12  2.000000    13.9323845482     -11.306213119  
1974 12 12.000000    13.9645624840     -11.473908682  
1974 12 22.000000    13.9919467777     -11.628712680  
1975  1  1.000000    14.0152958818     -11.740181173  
1975  1 11.000000    14.0334494122     -11.843159373  
1975  1 21.000000    14.0455546003     -11.898952216  
1975  1 31.000000    14.0526416333     -11.931742491  
1975  2 10.000000    14.0527676733     -11.935049176  
1975  2 20.000000    14.0478702390     -11.894501755  
1975  3  2.000000    14.0369478974     -11.844112415  
1975  3 12.000000    14.0209343202     -11.746433474  
1975  3 22.000000    14.0011802895     -11.641868010  
1975  4  1.000000    13.9771183635     -11.513153722  
1975  4 11.000000    13.9517248915     -11.366889393  
1975  4 21.000000    13.9243131675     -11.229605696  
1975  5  1.000000    13.8972747517     -11.071735707  
1975  5 11.000000    13.8715219313     -10.940687456  
1975  5 21.000000    13.8473491641     -10.808386678  
1975  5 31.000000    13.8273216722     -10.697628974  
1975  6 10.000000    13.8103344738     -10.617416009  
1975  6 20.000000    13.7987218410     -10.546791787  
1975  6 30.000000    13.7919979885     -10.525835762  
1975  7 10.000000    13.7904078187     -10.516847994  
1975  7 20.000000    13.7950805846     -10.550006764  
1975  7 30.000000    13.8043319333     -10.613406894  
1975  8  9.000000    13.8197790369     -10.696085185  
1975  8 19.000000    13.8397284895     -10.823817901  
1975  8 29.000000    13.8643927335     -10.956552751  
1975  9  8.000000    13.8936257960     -11.127304676  
1975  9 18.000000    13.9256855428     -11.308296729  
1975  9 28.000000    13.9616166285     -11.501273629  
1975 10  8.000000    13.9990593815     -11.716695252  
1975 10 18.000000    14.0384830263     -11.920145165  
1975 10 28.000000    14.0787571295     -12.144333675  
1975 11  7.000000    14.1184898932     -12.351879217  
1975 11 17.000000    14.1582750677     -12.558150222  
1975 11 27.000000    14.1954614315     -12.758495572  
1975 12  7.000000    14.2309579476     -12.930102160  
1975 12 17.000000    14.2628910747     -13.102165545  
1975 12 27.000000    14.2906186126     -13.233768714  
1976  1  6.000000    14.3144361885     -13.353444210  
1976  1 16.000000    14.3320163943     -13.442774859  
1976  1 26.000000    14.3449746402     -13.495695810  
1976  2  5.000000    14.3513031577     -13.534974916  
1976  2 15.000000    14.3517781592     -13.523645712  
1976  2 25.000000    14.3467558563     -13.501599765  
1976  3  6.000000    14.3352427165     -13.440342744  
1976  3 16.000000    14.3197640729     -13.354608158  
1976  3 26.000000    14.2989734397     -13.257832788  
1976  4  5.000000    14.2753707608     -13.125332487  
1976  4 15.000000    14.2493769859     -13.002451062  
1976  4 25.000000    14.2216605506     -12.855621227  
1976  5  5.000000    14.1948501760     -12.717948504  
1976  5 15.000000    14.1681204618     -12.588650370  
1976  5 25.000000    14.1445367922     -12.458180860  
1976  6  4.000000    14.1236714282     -12.364537208  
1976  6 14.000000    14.1067948498     -12.271614826  
1976  6 24.000000    14.0951940748     -12.219427727  
1976  7  4.000000    14.0878243896     -12.188694945  
1976  7 14.000000    14.0869473811     -12.182092688  
1976  7 24.000000    14.0908594562     -12.219715399  
1976  8  3.000000    14.1006872243     -12.266934261  
1976  8 13.000000    14.1161162134     -12.361394547  
1976  8 23.000000    14.1359485051     -12.469115054  
1976  9  2.000000    14.1614627349     -12.603749479  
1976  9 12.000000    14.1902305952     -12.766535448  
1976  9 22.000000    14.2232985290     -12.930873567  
1976 10  2.000000    14.2592226372     -13.128247688  
1976 10 12.000000    14.2970765458     -13.317908970  
1976 10 22.000000    14.3373195537     -13.523563727  
1976 11  1.000000    14.3773645931     -13.730465892  
1976 11 11.000000    14.4182912101     -13.924962908  
1976 11 21.000000    14.4578540559     -14.129861519  
1976 12  1.000000    14.4957462272     -14.304849151  
1976 12 11.000000    14.5316746546     -14.481591867  
1976 12 21.000000    14.5633842071     -14.632632858  
1976 12 31.000000    14.5921189810     -14.760509064  
1977  1 10.000000    14.6152564312     -14.877155264  
1977  1 20.000000    14.6335712313     -14.949560129  
1977  1 30.000000    14.6463169796     -15.014519913  
1977  2  9.000000    14.6523637446     -15.036280716  
1977  2 19.000000    14.6534234158     -15.035838043  
1977  3  1.000000    14.6473650019     -15.012876151  
1977  3 11.000000    14.6365396030     -14.949061027  
1977  3 21.000000    14.6202945165     -14.882136292  
1977  3 31.000000    14.5993748228     -14.774787518  
1977  4 10.000000    14.5759087648     -14.665389173  
1977  4 20.000000    14.5489108788     -14.541194052  
1977  4 30.000000    14.5218229309     -14.403274508  
1977  5 10.000000    14.4939803879     -14.282372964  
1977  5 20.000000    14.4674528021     -14.145589291  
1977  5 30.000000    14.4436272695     -14.039105205  
1977  6  9.000000    14.4221255000     -13.936934862  
1977  6 19.000000    14.4058027143     -13.855538109  
1977  6 29.000000    14.3932286146     -13.808180879  
1977  7  9.000000    14.3864629665     -13.768593221  
1977  7 19.000000    14.3851816987     -13.777197786  
1977  7 29.000000    14.3890331338     -13.796937458  
1977  8  8.000000    14.3994364002     -13.852972365  
1977  8 18.000000    14.4142383940     -13.937966270  
1977  8 28.000000    14.4350985035     -14.035582737  
1977  9  7.000000    14.4602696727     -14.174068889  
1977  9 17.000000    14.4895915198     -14.312805750  
1977  9 27.000000    14.5232709831     -14.482323944  
1977 10  7.000000    14.5589880668     -14.658956536  
1977 10 17.000000    14.5981108586     -14.839675708  
1977 10 27.000000    14.6380443509     -15.039346232  
1977 11  6.000000    14.6790468455     -15.221324399  
1977 11 16.000000    14.7203597235     -15.418854924  
1977 11 26.000000    14.7599702564     -15.597442789  
1977 12  6.000000    14.7989652174     -15.768703672  
1977 12 16.000000    14.8343869536     -15.933945347  
1977 12 26.000000    14.8671179922     -16.066516671  
1978  1  5.000000    14.8956538862     -16.199138728  
1978  1 15.000000    14.9189078004     -16.292147220  
1978  1 25.000000    14.9377912051     -16.371776031  
1978  2  4.000000    14.9497350630     -16.425974196  
1978  2 14.000000    14.9566595923     -16.443766884  
1978  2 24.000000    14.9568630970     -16.453436901  
1978  3  6.000000    14.9510222731     -16.417007283  
1978  3 16.000000    14.9401601756     -16.373660841  
1978  3 26.000000    14.9230609867     -16.299791474  
1978  4  5.000000    14.9028358352     -16.204728238  
1978  4 15.000000    14.8781504759     -16.107682131  
1978  4 25.000000    14.8515835090     -15.980228230  
1978  5  5.000000    14.8239952368     -15.868270596  
1978  5 15.000000    14.7955834795     -15.739924701  
1978  5 25.000000    14.7695265091     -15.622952444  
1978  6  4.000000    14.7445295954     -15.521212968  
1978  6 14.000000    14.7236758870     -15.419025323  
1978  6 24.000000    14.7066299933     -15.356221573  
1978  7  4.000000    14.6940069865     -15.295358380  
1978  7 14.000000    14.6875329377     -15.272449275  
1978  7 24.000000    14.6854976616     -15.272094126  
1978  8  3.000000    14.6902454780     -15.290291807  
1978  8 13.000000    14.6999978657     -15.350960286  
1978  8 23.000000    14.7154036251     -15.416555293  
1978  9  2.000000    14.7365073706     -15.523248208  
1978  9 12.000000    14.7615236421     -15.640458195  
1978  9 22.000000    14.7919700631     -15.776084797  
1978 10  2.000000    14.8251888348     -15.936747546  
1978 10 12.000000    14.8620537149     -16.091996535  
1978 10 22.000000    14.9013181569     -16.274569636  
1978 11  1.000000    14.9415716018     -16.445828221  
1978 11 11.000000    14.9836573293     -16.625615831  
1978 11 21.000000    15.0245552554     -16.805038712  
1978 12  1.000000    15.0654784286     -16.965986837  
1978 12 11.000000    15.1042438715     -17.135337095  
1978 12 21.000000    15.1401655323     -17.272813613  
1978 12 31.000000    15.1735065328     -17.408860347  
1979  1 10.000000    15.2015014004     -17.521415968  
1979  1 20.000000    15.2258285679     -17.608283757  
1979  1 30.000000    15.2439233224     -17.687767279  
1979  2  9.000000    15.2564005948     -17.724318935  
1979  2 19.000000    15.2632155203     -17.756128918  
1979  3  1.000000    15.2628514723     -17.751186389  
1979  3 11.000000    15.2576841085     -17.725723160  
1979  3 21.000000    15.2456381186     -17.686569848  
1979  3 31.000000    15.2291718211     -17.610346050  
1979  4 10.000000    15.2082129691     -17.537887529  
1979  4 20.000000    15.1832214438     -17.432798949  
1979  4 30.000000    15.1569395734     -17.329148049  
1979  5 10.000000    15.1281505467     -17.220018835  
1979  5 20.000000    15.1004868556     -17.099615457  
1979  5 30.000000    15.0733620099     -17.002333732  
1979  6  9.000000    15.0484890404     -16.892942080  

