v15.04    Планета: Уран  (INPOP13C)
          Спутник: U1 Ариэль  (Emelyanov,Nikonchuk(2013),DOI:10.1093/mnras/stt1851..)
                            - эфемериды на инт. 1787/02/12.0-2032/01/09.0
   Обсерватория N:  84 - Pulkovo
    Шкала времени: UTC
Средний экватор и равноденствие эпохи J2000.  ICRF. 
Координаты астрометрические 
Год  Месяц День       alpha (h)          delta (º)
1966  9  5.000000    11.4052217023       4.643138621  
1966  9 15.000000    11.4438833803       4.395365243  
1966  9 25.000000    11.4824246264       4.148768407  
1966 10  5.000000    11.5200916030       3.908282394  
1966 10 15.000000    11.5561693354       3.678522341  
1966 10 25.000000    11.5898888092       3.464502931  
1966 11  4.000000    11.6205401984       3.270876948  
1966 11 14.000000    11.6474610499       3.101897149  
1966 11 24.000000    11.6699915349       2.961857573  
1966 12  4.000000    11.6876124965       2.854065736  
1966 12 14.000000    11.6998883940       2.781210257  
1966 12 24.000000    11.7064930286       2.745319087  
1967  1  3.000000    11.7073270372       2.746815305  
1967  1 13.000000    11.7024276931       2.785224086  
1967  1 23.000000    11.6920532807       2.858661006  
1967  2  2.000000    11.6767201137       2.963462216  
1967  2 12.000000    11.6570894307       3.095101401  
1967  2 22.000000    11.6340629457       3.247513333  
1967  3  4.000000    11.6086995462       3.413597885  
1967  3 14.000000    11.5821091606       3.586094961  
1967  3 24.000000    11.5555164726       3.757021596  
1967  4  3.000000    11.5300926324       3.918825265  
1967  4 13.000000    11.5069173428       4.064716149  
1967  4 23.000000    11.4870060982       4.188305259  
1967  5  3.000000    11.4711495658       4.284747429  
1967  5 13.000000    11.4599808817       4.350271784  
1967  5 23.000000    11.4539680854       4.382084282  
1967  6  2.000000    11.4533265049       4.379081329  
1967  6 12.000000    11.4581519003       4.340857974  
1967  6 22.000000    11.4683692713       4.268015959  
1967  7  2.000000    11.4837271049       4.162347056  
1967  7 12.000000    11.5039225787       4.025853602  
1967  7 22.000000    11.5285131535       3.861420863  
1967  8  1.000000    11.5569763635       3.672495470  
1967  8 11.000000    11.5887761415       3.462518391  
1967  8 21.000000    11.6232667857       3.235706882  
1967  8 31.000000    11.6597953315       2.996340894  
1967  9 10.000000    11.6976951906       2.748736575  
1967  9 20.000000    11.7362186536       2.497842347  
1967  9 30.000000    11.7746545113       2.248319794  
1967 10 10.000000    11.8122639269       2.004997439  
1967 10 20.000000    11.8482694829       1.773026391  
1967 10 30.000000    11.8819604924       1.557021860  
1967 11  9.000000    11.9126018888       1.361768708  
1967 11 19.000000    11.9394936738       1.191831153  
1967 11 29.000000    11.9620392056       1.050967489  
1967 12  9.000000    11.9796638955       0.942835823  
1967 12 19.000000    11.9919363629       0.870097768  
1967 12 29.000000    11.9985796540       0.834308524  
1968  1  8.000000    11.9994269909       0.836373535  
1968  1 18.000000    11.9945633415       0.875459977  
1968  1 28.000000    11.9842612263       0.949495484  
1968  2  7.000000    11.9689780818       1.055272701  
1968  2 17.000000    11.9494464549       1.187702461  
1968  2 27.000000    11.9265330462       1.340912952  
1968  3  8.000000    11.9012650043       1.508041601  
1968  3 18.000000    11.8748152018       1.681253611  
1968  3 28.000000    11.8483330565       1.853049389  
1968  4  7.000000    11.8229992295       2.015745866  
1968  4 17.000000    11.7999244255       2.162172311  
1968  4 27.000000    11.7800428253       2.286472420  
1968  5  7.000000    11.7641970841       2.383344914  
1968  5 17.000000    11.7530131378       2.448968144  
1968  5 27.000000    11.7469087770       2.480942657  
1968  6  6.000000    11.7461742923       2.477590060  
1968  6 16.000000    11.7508666155       2.438813782  
1968  6 26.000000    11.7609081106       2.365354127  
1968  7  6.000000    11.7761142282       2.258550341  
1968  7 16.000000    11.7961253657       2.120943814  
1968  7 26.000000    11.8205385595       1.955274271  
1968  8  5.000000    11.8488648512       1.764815857  
1968  8 15.000000    11.8805114206       1.553581185  
1968  8 25.000000    11.9148958752       1.325412199  
1968  9  4.000000    11.9513548558       1.084731045  
1968  9 14.000000    11.9891821079       0.836254379  
1968  9 24.000000    12.0276948313       0.584445086  
1968 10  4.000000    12.0661326948       0.334355620  
1968 10 14.000000    12.1037469081       0.090898668  
1968 10 24.000000    12.1398076470      -0.141210585  
1968 11  3.000000    12.1735337231      -0.356863545  
1968 11 13.000000    12.2042153812      -0.551547999  
1968 11 23.000000    12.2311704401      -0.720961740  
1968 12  3.000000    12.2537354273      -0.860907840  
1968 12 13.000000    12.2713925885      -0.968283183  
1968 12 23.000000    12.2836943195      -1.040401603  
1969  1  2.000000    12.2903255133      -1.075463706  
1969  1 12.000000    12.2911912865      -1.073184476  
1969  1 22.000000    12.2863285382      -1.034044601  
1969  2  1.000000    12.2760145917      -0.960137597  
1969  2 11.000000    12.2607637809      -0.855093318  
1969  2 21.000000    12.2412393923      -0.723394370  
1969  3  3.000000    12.2183518445      -0.571204099  
1969  3 13.000000    12.1931410845      -0.405423748  
1969  3 23.000000    12.1667120738      -0.233283792  
1969  4  2.000000    12.1402792676      -0.062780302  
1969  4 12.000000    12.1149853473       0.098729873  
1969  4 22.000000    12.0919053218       0.244368158  
1969  5  2.000000    12.0720378652       0.367747988  
1969  5 12.000000    12.0561583342       0.464096841  
1969  5 22.000000    12.0449082686       0.529461653  
1969  6  1.000000    12.0387482193       0.561094641  
1969  6 11.000000    12.0379021757       0.557864743  
1969  6 21.000000    12.0424859276       0.519225437  
1969  7  1.000000    12.0524278574       0.445907699  
1969  7 11.000000    12.0675003409       0.339640513  
1969  7 21.000000    12.0874191190       0.202421193  
1969  7 31.000000    12.1117483818       0.037308225  
1969  8 10.000000    12.1399896346      -0.152305416  
1969  8 20.000000    12.1716122855      -0.362862080  
1969  8 30.000000    12.2059738793      -0.590001659  
1969  9  9.000000    12.2424344026      -0.829500987  
1969  9 19.000000    12.2803163710      -1.076876794  
1969  9 29.000000    12.3188695041      -1.327150360  
1969 10  9.000000    12.3573815446      -1.575729815  
1969 10 19.000000    12.3950914129      -1.817666620  
1969 10 29.000000    12.4312167481      -2.047930196  
1969 11  8.000000    12.4650355732      -2.262005813  
1969 11 18.000000    12.4957908875      -2.455106584  
1969 11 28.000000    12.5227824446      -2.622938126  
1969 12  8.000000    12.5454013942      -2.761844461  
1969 12 18.000000    12.5630646057      -2.868291319  
1969 12 28.000000    12.5753513860      -2.939922448  
1970  1  7.000000    12.5819792214      -2.975205358  
1970  1 17.000000    12.5827912750      -2.973385240  
1970  1 27.000000    12.5778895002      -2.935441947  
1970  2  6.000000    12.5675453937      -2.863302010  
1970  2 16.000000    12.5522341823      -2.760207699  
1970  2 26.000000    12.5326955439      -2.631108037  
1970  3  8.000000    12.5097896991      -2.481572905  
1970  3 18.000000    12.4845529221      -2.318372528  
1970  3 28.000000    12.4581443450      -2.149005561  
1970  4  7.000000    12.4317007741      -1.980723678  
1970  4 17.000000    12.4064014283      -1.821128221  
1970  4 27.000000    12.3833334338      -1.677110261  
1970  5  7.000000    12.3634268799      -1.554507594  
1970  5 17.000000    12.3475238518      -1.458642954  
1970  5 27.000000    12.3362371624      -1.393219708  
1970  6  6.000000    12.3299981890      -1.360826259  
1970  6 16.000000    12.3291026636      -1.363181039  
1970  6 26.000000    12.3336110980      -1.400386842  
1970  7  6.000000    12.3434699689      -1.471930523  
1970  7 16.000000    12.3584998379      -1.576436939  
1970  7 26.000000    12.3783541165      -1.711424528  
1970  8  5.000000    12.4026498075      -1.874296463  
1970  8 15.000000    12.4308957993      -2.061668334  
1970  8 25.000000    12.4625111542      -2.269625069  
1970  9  4.000000    12.4969193538      -2.494360303  
1970  9 14.000000    12.5334458531      -2.731350581  
1970  9 24.000000    12.5713892395      -2.976019766  
1970 10  4.000000    12.6100562753      -3.223872962  
1970 10 14.000000    12.6486703614      -3.469859799  
1970 10 24.000000    12.6864804757      -3.709250799  
1970 11  3.000000    12.7227352579      -3.937311312  
1970 11 13.000000    12.7566403553      -4.149086379  
1970 11 23.000000    12.7874819600      -4.340285535  
1970 12  3.000000    12.8145567433      -4.506633344  
1970 12 13.000000    12.8372008576      -4.644209685  
1970 12 23.000000    12.8548972914      -4.750085144  
1971  1  2.000000    12.8671891272      -4.821616062  
1971  1 12.000000    12.8737778339      -4.857250772  
1971  1 22.000000    12.8745741160      -4.856692747  
1971  2  1.000000    12.8696200952      -4.820370610  
1971  2 11.000000    12.8592168887      -4.750409194  
1971  2 21.000000    12.8438798018      -4.650130214  
1971  3  3.000000    12.8242811621      -4.523820989  
1971  3 13.000000    12.8013440859      -4.377397861  
1971  3 23.000000    12.7760952361      -4.217287715  
1971  4  2.000000    12.7496429663      -4.050514888  
1971  4 12.000000    12.7231958351      -3.884740476  
1971  4 22.000000    12.6978769914      -3.726993747  
1971  5  2.000000    12.6747639577      -3.584124209  
1971  5 12.000000    12.6548425599      -3.462321438  
1971  5 22.000000    12.6388805453      -3.366348243  
1971  6  1.000000    12.6275297506      -3.300317396  
1971  6 11.000000    12.6212433461      -3.266937245  
1971  6 21.000000    12.6202566405      -3.267558008  
1971  7  1.000000    12.6247009355      -3.302898176  
1971  7 11.000000    12.6345039883      -3.372250521  
1971  7 21.000000    12.6494599083      -3.474137132  
1971  7 31.000000    12.6692945881      -3.606619790  
1971  8 10.000000    12.6935736137      -3.766666877  
1971  8 20.000000    12.7218173948      -3.951075687  
1971  8 30.000000    12.7534926901      -4.156222836  
1971  9  9.000000    12.7879562537      -4.377809414  
1971  9 19.000000    12.8245757206      -4.611718351  
1971  9 29.000000    12.8626571295      -4.853365389  
1971 10  9.000000    12.9014463236      -5.097907022  
1971 10 19.000000    12.9402250641      -5.340812792  
1971 10 29.000000    12.9782080430      -5.577110412  
1971 11  8.000000    13.0146081959      -5.801999874  
1971 11 18.000000    13.0486888693      -6.011027807  
1971 11 28.000000    13.0796720998      -6.199523156  
1971 12  8.000000    13.1068581783      -6.363470413  
1971 12 18.000000    13.1296236469      -6.499273490  
1971 12 28.000000    13.1473795680      -6.603612763  
1972  1  7.000000    13.1597152339      -6.674328149  
1972  1 17.000000    13.1663406901      -6.709872763  
1972  1 27.000000    13.1671120825      -6.709639939  
1972  2  6.000000    13.1621458383      -6.674556846  
1972  2 16.000000    13.1517116323      -6.606347453  
1972  2 26.000000    13.1363056776      -6.508193250  
1972  3  7.000000    13.1166723136      -6.384674634  
1972  3 17.000000    13.0936682102      -6.241028210  
1972  3 27.000000    13.0683434153      -6.083787097  
1972  4  6.000000    13.0418441971      -5.919969339  
1972  4 16.000000    13.0153031544      -5.756588858  
1972  4 26.000000    12.9899031447      -5.601043004  
1972  5  6.000000    12.9667124740      -5.459919848  
1972  5 16.000000    12.9466662694      -5.339095716  
1972  5 26.000000    12.9306089979      -5.243835146  
1972  6  5.000000    12.9191451243      -5.177825147  
1972  6 15.000000    12.9127249729      -5.143873059  
1972  6 25.000000    12.9116490117      -5.143707895  
1972  7  5.000000    12.9159844644      -5.177580959  
1972  7 15.000000    12.9257017298      -5.245167876  
1972  7 25.000000    12.9406238186      -5.345075297  
1972  8  4.000000    12.9604185183      -5.474994750  
1972  8 14.000000    12.9847191419      -5.632390818  
1972  8 24.000000    13.0130294439      -5.813822787  
1972  9  3.000000    13.0447812150      -6.015526542  
1972  9 13.000000    13.0793980434      -6.233645216  
1972  9 23.000000    13.1161918387      -6.463638548  
1972 10  3.000000    13.1544657170      -6.701067815  
1972 10 13.000000    13.1935087754      -6.941378759  
1972 10 23.000000    13.2325266829      -7.179624451  
1972 11  2.000000    13.2707634816      -7.411240941  
1972 11 12.000000    13.3074391644      -7.631512498  
1972 11 22.000000    13.3417452407      -7.835749079  
1972 12  2.000000    13.3729585394      -8.019847519  
1972 12 12.000000    13.4003485256      -8.179677246  
1972 12 22.000000    13.4232498226      -8.311672106  
1973  1  1.000000    13.4411388569      -8.413056054  
1973  1 11.000000    13.4535460042      -8.481380634  
1973  1 21.000000    13.4601868540      -8.515354079  
1973  1 31.000000    13.4609710406      -8.514663445  
1973  2 10.000000    13.4559453636      -8.479814062  
1973  2 20.000000    13.4454320101      -8.412895177  
1973  3  2.000000    13.4299437197      -8.316952722  
1973  3 12.000000    13.4101668324      -8.196134282  
1973  3 22.000000    13.3870368349      -8.056000618  
1973  4  1.000000    13.3615710370      -7.902555503  
1973  4 11.000000    13.3348924076      -7.742566865  
1973  4 21.000000    13.3082074544      -7.583246053  
1973  5  1.000000    13.2826307550      -7.431314403  
1973  5 11.000000    13.2592553354      -7.293457355  
1973  5 21.000000    13.2390597607      -7.175562029  
1973  5 31.000000    13.2228172197      -7.082362690  
1973  6 10.000000    13.2111983547      -7.017930916  
1973  6 20.000000    13.2046535708      -6.984872129  
1973  6 30.000000    13.2034392267      -6.984683609  
1973  7 10.000000    13.2077033103      -7.018067547  
1973  7 20.000000    13.2173756049      -7.084325842  
1973  7 30.000000    13.2322752795      -7.182140997  
1973  8  9.000000    13.2521342286      -7.309511222  
1973  8 19.000000    13.2765195177      -7.463470108  
1973  8 29.000000    13.3049676952      -7.640900079  
1973  9  8.000000    13.3369349546      -7.838104417  
1973  9 18.000000    13.3717749647      -8.050905706  
1973  9 28.000000    13.4088543346      -8.275226800  
1973 10  8.000000    13.4474532573      -8.506495517  
1973 10 18.000000    13.4868092421      -8.740078405  
1973 10 28.000000    13.5261859312      -8.971523435  
1973 11  7.000000    13.5647652556      -9.196031446  
1973 11 17.000000    13.6017503500      -9.409120708  
1973 11 27.000000    13.6363767793      -9.606510116  
1973 12  7.000000    13.6678408551      -9.783886968  
1973 12 17.000000    13.6954381354      -9.937611101  
1973 12 27.000000    13.7185204338     -10.064336490  
1974  1  6.000000    13.7364933673     -10.161171228  
1974  1 16.000000    13.7489511889     -10.226239027  
1974  1 26.000000    13.7555922845     -10.258173483  
1974  2  5.000000    13.7562899175     -10.256638450  
1974  2 15.000000    13.7511715926     -10.222544914  
1974  2 25.000000    13.7405080020     -10.157562412  
1974  3  7.000000    13.7248237654     -10.064770303  
1974  3 17.000000    13.7048690933      -9.948358397  
1974  3 27.000000    13.6815081454      -9.813237522  
1974  4  6.000000    13.6558143896      -9.665492990  
1974  4 16.000000    13.6289294012      -9.511565158  
1974  4 26.000000    13.6019976806      -9.358073741  
1974  5  6.000000    13.5762152462      -9.211899786  
1974  5 16.000000    13.5526433168      -9.079190860  
1974  5 26.000000    13.5322376251      -8.965593052  
1974  6  5.000000    13.5158493237      -8.876019505  
1974  6 15.000000    13.5040850035      -8.814007816  
1974  6 25.000000    13.4974217306      -8.782319445  
1974  7  5.000000    13.4961622174      -8.782533414  
1974  7 15.000000    13.5003859981      -8.814966070  
1974  7 25.000000    13.5100852605      -8.879324148  
1974  8  4.000000    13.5250783491      -8.974187336  
1974  8 14.000000    13.5450473459      -9.097405068  
1974  8 24.000000    13.5696312013      -9.246457772  
1974  9  3.000000    13.5983193322      -9.417977488  
1974  9 13.000000    13.6305504201      -9.608381396  
1974  9 23.000000    13.6657328835      -9.813849840  
1974 10  3.000000    13.7031564211     -10.030033015  
1974 10 13.000000    13.7421186489     -10.252709132  
1974 10 23.000000    13.7818767638     -10.477461654  
1974 11  2.000000    13.8216125031     -10.699683120  
1974 11 12.000000    13.8605543401     -10.915094221  
1974 11 22.000000    13.8978842674     -11.119284122  
1974 12  2.000000    13.9327785399     -11.308038487  
1974 12 12.000000    13.9644961885     -11.477611527  
1974 12 22.000000    13.9922785923     -11.624309006  
1975  1  1.000000    14.0154627489     -11.745058068  
1975  1 11.000000    14.0335143235     -11.837407601  
1975  1 21.000000    14.0459578727     -11.899297506  
1975  1 31.000000    14.0525292778     -11.929722692  
1975  2 10.000000    14.0531369218     -11.928454884  
1975  2 20.000000    14.0478446783     -11.896099951  
1975  3  2.000000    14.0370008213     -11.834586617  
1975  3 12.000000    14.0211207179     -11.746655704  
1975  3 22.000000    14.0009188616     -11.636124639  
1975  4  1.000000    13.9773464813     -11.507944944  
1975  4 11.000000    13.9514221957     -11.367521108  
1975  4 21.000000    13.9242957363     -11.221028100  
1975  5  1.000000    13.8971747478     -11.074931656  
1975  5 11.000000    13.8711780731     -10.935405185  
1975  5 21.000000    13.8474211635     -10.808603728  
1975  5 31.000000    13.8268771731     -10.699911933  
1975  6 10.000000    13.8103341750     -10.613811303  
1975  6 20.000000    13.7984796314     -10.554105032  
1975  6 30.000000    13.7917603395     -10.523258050  
1975  7 10.000000    13.7904556060     -10.522791013  
1975  7 20.000000    13.7947203456     -10.553362157  
1975  7 30.000000    13.8044828995     -10.614380954  
1975  8  9.000000    13.8195824089     -10.704675227  
1975  8 19.000000    13.8397424334     -10.822316052  
1975  8 29.000000    13.8645275472     -10.964568162  
1975  9  8.000000    13.8934795386     -11.128481988  
1975  9 18.000000    13.9260309612     -11.310521937  
1975  9 28.000000    13.9615291271     -11.506807856  
1975 10  8.000000    13.9993266203     -11.713459701  
1975 10 18.000000    14.0386703546     -11.926173556  
1975 10 28.000000    14.0787878381     -12.140686845  
1975 11  7.000000    14.1189138453     -12.352821558  
1975 11 17.000000    14.1581978806     -12.558196290  
1975 11 27.000000    14.1958340874     -12.752769126  
1975 12  7.000000    14.2310261470     -12.932649040  
1975 12 17.000000    14.2629524917     -13.094039444  
1975 12 27.000000    14.2909070992     -13.233743468  
1976  1  6.000000    14.3142207042     -13.348832460  
1976  1 16.000000    14.3323047863     -13.436863874  
1976  1 26.000000    14.3447619158     -13.496232013  
1976  2  5.000000    14.3512868171     -13.525803723  
1976  2 15.000000    14.3517802300     -13.525369036  
1976  2 25.000000    14.3463803720     -13.495714563  
1976  3  6.000000    14.3353685739     -13.438332717  
1976  3 16.000000    14.3193016915     -13.355928808  
1976  3 26.000000    14.2989326099     -13.252115663  
1976  4  5.000000    14.2751419042     -13.131220083  
1976  4 15.000000    14.2490240382     -12.998586614  
1976  4 25.000000    14.2217141345     -12.859882919  
1976  5  5.000000    14.1943765831     -12.721059171  
1976  5 15.000000    14.1682145860     -12.588272481  
1976  5 25.000000    14.1442847136     -12.467119097  
1976  6  4.000000    14.1235672353     -12.362826502  
1976  6 14.000000    14.1069131827     -12.279929678  
1976  6 24.000000    14.0949352111     -12.221817958  
1976  7  4.000000    14.0881349891     -12.191167128  
1976  7 14.000000    14.0868115310     -12.189529125  
1976  7 24.000000    14.0910586490     -12.217363504  
1976  8  3.000000    14.1008829715     -12.274474913  
1976  8 13.000000    14.1160937726     -12.359619847  
1976  8 23.000000    14.1363870131     -12.470894549  
1976  9  2.000000    14.1613971886     -12.605946634  
1976  9 12.000000    14.1905990574     -12.761668076  
1976  9 22.000000    14.2234360292     -12.934741126  
1976 10  2.000000    14.2592927710     -13.121560913  
1976 10 12.000000    14.2974405605     -13.318094263  
1976 10 22.000000    14.3371686657     -13.520415687  
1976 11  1.000000    14.3776978476     -13.724413723  
1976 11 11.000000    14.4181933424     -13.925886583  
1976 11 21.000000    14.4578648235     -14.120918488  
1976 12  1.000000    14.4958588605     -14.305528367  
1976 12 11.000000    14.5313446873     -14.475978275  
1976 12 21.000000    14.5635612656     -14.628939820  
1976 12 31.000000    14.5917298716     -14.761197511  
1977  1 10.000000    14.6151955777     -14.870118446  
1977  1 20.000000    14.6334115711     -14.953586743  
1977  1 30.000000    14.6459053812     -15.009878740  
1977  2  9.000000    14.6524329589     -15.038160954  
1977  2 19.000000    14.6528988774     -15.038244231  
1977  3  1.000000    14.6473885198     -15.010669963  
1977  3 11.000000    14.6362683336     -14.957083491  
1977  3 21.000000    14.6200532498     -14.879822957  
1977  3 31.000000    14.5994847477     -14.782177316  
1977  4 10.000000    14.5755190218     -14.668408091  
1977  4 20.000000    14.5491763396     -14.543220792  
1977  4 30.000000    14.5216307885     -14.412043640  
1977  5 10.000000    14.4940841486     -14.280593420  
1977  5 20.000000    14.4676666468     -14.154423905  
1977  5 30.000000    14.4435134627     -14.039117484  
1977  6  9.000000    14.4225937346     -13.939616497  
1977  6 19.000000    14.4057200153     -13.860128002  
1977  6 29.000000    14.3935937928     -13.804235638  
1977  7  9.000000    14.3866653206     -13.774331357  
1977  7 19.000000    14.3852434894     -13.771968722  
1977  7 29.000000    14.3894861498     -13.797837655  
1977  8  8.000000    14.3993287181     -13.851499333  
1977  8 18.000000    14.4146308317     -13.931941135  
1977  8 28.000000    14.4351045333     -14.037390283  
1977  9  7.000000    14.4603185828     -14.165331014  
1977  9 17.000000    14.4898161011     -14.313009281  
1977  9 27.000000    14.5230050909     -14.477107522  
1977 10  7.000000    14.5592298368     -14.654006144  
1977 10 17.000000    14.5978230397     -14.840067261  
1977 10 27.000000    14.6379999631     -15.031300700  
1977 11  6.000000    14.6789784683     -15.223782623  
1977 11 16.000000    14.7199585135     -15.413687908  
1977 11 26.000000    14.7600619376     -15.597065883  
1977 12  6.000000    14.7984705963     -15.770320794  
1977 12 16.000000    14.8343523237     -15.930024173  
1977 12 26.000000    14.8668729299     -16.072890085  
1978  1  5.000000    14.8953179896     -16.196205512  
1978  1 15.000000    14.9189952722     -16.297502123  
1978  1 25.000000    14.9373252317     -16.374769543  
1978  2  4.000000    14.9499078766     -16.426720798  
1978  2 14.000000    14.9564346306     -16.452457402  
1978  2 24.000000    14.9568301448     -16.451871057  
1978  3  6.000000    14.9512317692     -16.425680527  
1978  3 16.000000    14.9399324018     -16.375177176  
1978  3 26.000000    14.9235139785     -16.302695013  
1978  4  5.000000    14.9027255567     -16.211320792  
1978  4 15.000000    14.8784680362     -16.104769756  
1978  4 25.000000    14.8518521949     -15.987661681  
1978  5  5.000000    14.8240107014     -15.864919038  
1978  5 15.000000    14.7961357588     -15.741767696  
1978  5 25.000000    14.7694387423     -15.623665219  
1978  6  4.000000    14.7449854608     -15.515607140  
1978  6 14.000000    14.7237893052     -15.422335036  
1978  6 24.000000    14.7067061970     -15.347978827  
1978  7  4.000000    14.6943710309     -15.295658613  
1978  7 14.000000    14.6873139455     -15.267885112  
1978  7 24.000000    14.6858351076     -15.266110596  
1978  8  3.000000    14.6900540070     -15.290790927  
1978  8 13.000000    14.6999879322     -15.341774511  
1978  8 23.000000    14.7154415582     -15.417901910  
1978  9  2.000000    14.7361267221     -15.517400645  
1978  9 12.000000    14.7616652069     -15.638061769  
1978  9 22.000000    14.7915191081     -15.776965706  
1978 10  2.000000    14.8251300967     -15.931018717  
1978 10 12.000000    14.8618493773     -16.096848983  
1978 10 22.000000    14.9009293704     -16.270732891  
1978 11  1.000000    14.9416396494     -16.449085743  
1978 11 11.000000    14.9831576186     -16.628173682  
1978 11 21.000000    15.0246296074     -16.804247061  
1978 12  1.000000    15.0652347902     -16.973885565  
1978 12 11.000000    15.1040815837     -17.133633348  
1978 12 21.000000    15.1403288857     -17.280338484  
1978 12 31.000000    15.1731864619     -17.411261526  
1979  1 10.000000    15.2018572688     -17.523768730  
1979  1 20.000000    15.2256904004     -17.615801654  
1979  1 30.000000    15.2441213686     -17.685742739  
1979  2  9.000000    15.2566853750     -17.732277607  
1979  2 19.000000    15.2631522603     -17.754887529  
1979  3  1.000000    15.2634233321     -17.753526747  
1979  3 11.000000    15.2576102331     -17.728731843  
1979  3 21.000000    15.2460925127     -17.681965780  
1979  3 31.000000    15.2293926643     -17.615188913  
1979  4 10.000000    15.2082842388     -17.531178494  
1979  4 20.000000    15.1837281200     -17.433510510  
1979  4 30.000000    15.1567615314     -17.326112442  
1979  5 10.000000    15.1285874507     -17.213601660  
1979  5 20.000000    15.1004086679     -17.100828842  
1979  5 30.000000    15.0733832235     -16.992536802  
1979  6  9.000000    15.0486697469     -16.893588122  

